,artist,track,date,chart,spotify_query,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
12,Rod Wave,Heart On Ice,2020-05-01,rap-song,Rod+Wave+Heart+On+Ice,0.733,0.389,10,-8.468,0,0.0738,0.0513,0.0,0.141,0.244,157.878,audio_features,6fWa5CRgy0z30OeGZyMBvD,spotify:track:6fWa5CRgy0z30OeGZyMBvD,https://api.spotify.com/v1/tracks/6fWa5CRgy0z30OeGZyMBvD,https://api.spotify.com/v1/audio-analysis/6fWa5CRgy0z30OeGZyMBvD,159670,3
13,Lil Mosey,Blueberry Faygo,2020-05-01,rap-song,Lil+Mosey+Blueberry+Faygo,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,audio_features,6wJYhPfqk3KGhHRG76WzOh,spotify:track:6wJYhPfqk3KGhHRG76WzOh,https://api.spotify.com/v1/tracks/6wJYhPfqk3KGhHRG76WzOh,https://api.spotify.com/v1/audio-analysis/6wJYhPfqk3KGhHRG76WzOh,162547,4
14,Playboi Carti,@ MEH,2020-05-01,rap-song,Playboi+Carti+@+MEH,0.876,0.492,11,-8.11,0,0.153,0.0136,0.000283,0.0678,0.4,151.044,audio_features,5UusfWUMMLEXLMc1ViNZoe,spotify:track:5UusfWUMMLEXLMc1ViNZoe,https://api.spotify.com/v1/tracks/5UusfWUMMLEXLMc1ViNZoe,https://api.spotify.com/v1/audio-analysis/5UusfWUMMLEXLMc1ViNZoe,166799,4
15,Lil Baby,Sum 2 Prove,2020-05-01,rap-song,Lil+Baby+Sum+2+Prove,0.823,0.552,4,-7.57,0,0.324,0.0174,0.0,0.122,0.418,124.038,audio_features,2u3EyuCqqV31woqGvO9LBz,spotify:track:2u3EyuCqqV31woqGvO9LBz,https://api.spotify.com/v1/tracks/2u3EyuCqqV31woqGvO9LBz,https://api.spotify.com/v1/audio-analysis/2u3EyuCqqV31woqGvO9LBz,205760,4
16,Jack Harlow,Whats Poppin,2020-05-01,rap-song,Jack+Harlow+Whats+Poppin,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,audio_features,1jaTQ3nqY3oAAYyCTbIvnM,spotify:track:1jaTQ3nqY3oAAYyCTbIvnM,https://api.spotify.com/v1/tracks/1jaTQ3nqY3oAAYyCTbIvnM,https://api.spotify.com/v1/audio-analysis/1jaTQ3nqY3oAAYyCTbIvnM,139741,4
17,DaBaby,BLAME IT ON BABY,2020-05-01,rap-song,DaBaby+BLAME+IT+ON+BABY,0.875,0.687,9,-5.734,1,0.387,0.236,0.0,0.141,0.864,109.791,audio_features,0jWm0VyD8p3MrSInczpows,spotify:track:0jWm0VyD8p3MrSInczpows,https://api.spotify.com/v1/tracks/0jWm0VyD8p3MrSInczpows,https://api.spotify.com/v1/audio-analysis/0jWm0VyD8p3MrSInczpows,125907,4
18,DaBaby,CAN'T STOP,2020-05-01,rap-song,DaBaby+CAN'T+STOP,0.732,0.707,11,-5.849,0,0.304,0.0348,0.0,0.399,0.832,140.04,audio_features,57crda5Lx9OVaYCzb4Wrnd,spotify:track:57crda5Lx9OVaYCzb4Wrnd,https://api.spotify.com/v1/tracks/57crda5Lx9OVaYCzb4Wrnd,https://api.spotify.com/v1/audio-analysis/57crda5Lx9OVaYCzb4Wrnd,168373,4
19,YNW Melly & Juice WRLD,Suicidal,2020-05-01,rap-song,YNW+Melly+Suicidal,0.655,0.441,9,-5.245,0,0.0629,0.474,0.0,0.099,0.273,139.957,audio_features,4S2uhQE8L9V6p7rj7SiauJ,spotify:track:4S2uhQE8L9V6p7rj7SiauJ,https://api.spotify.com/v1/tracks/4S2uhQE8L9V6p7rj7SiauJ,https://api.spotify.com/v1/audio-analysis/4S2uhQE8L9V6p7rj7SiauJ,225857,4
20,Russ & BIA,BEST ON EARTH,2020-05-01,rap-song,Russ+BEST+ON+EARTH,0.846,0.748,5,-3.512,0,0.078,0.188,0.0,0.093,0.597,90.006,audio_features,0xKBkLcF71uUQeTA7FSu4A,spotify:track:0xKBkLcF71uUQeTA7FSu4A,https://api.spotify.com/v1/tracks/0xKBkLcF71uUQeTA7FSu4A,https://api.spotify.com/v1/audio-analysis/0xKBkLcF71uUQeTA7FSu4A,160720,4
21,Pop Smoke,Dior,2020-05-01,rap-song,Pop+Smoke+Dior,0.73,0.816,7,-5.402,1,0.304,0.177,1.23e-05,0.415,0.803,142.054,audio_features,5R9k9x85lAYbamdUoKAJvj,spotify:track:5R9k9x85lAYbamdUoKAJvj,https://api.spotify.com/v1/tracks/5R9k9x85lAYbamdUoKAJvj,https://api.spotify.com/v1/audio-analysis/5R9k9x85lAYbamdUoKAJvj,230387,4
22,DaBaby Featuring Future & jetsonmade,LIGHTSKIN SH*T,2020-05-01,rap-song,DaBaby+LIGHTSKIN+SH*T,0.932,0.578,9,-4.478,1,0.366,0.115,0.0,0.115,0.623,129.991,audio_features,16oi4OiKmkO51l60F5R9kR,spotify:track:16oi4OiKmkO51l60F5R9kR,https://api.spotify.com/v1/tracks/16oi4OiKmkO51l60F5R9kR,https://api.spotify.com/v1/audio-analysis/16oi4OiKmkO51l60F5R9kR,111173,4
23,DaBaby Featuring Ashanti & Megan Thee Stallion,NASTY,2020-05-01,rap-song,DaBaby+NASTY,0.768,0.635,10,-4.925,1,0.15,0.0289,0.0,0.312,0.64,160.992,audio_features,3oHiR89Y8gn6xt3YGAAzFj,spotify:track:3oHiR89Y8gn6xt3YGAAzFj,https://api.spotify.com/v1/tracks/3oHiR89Y8gn6xt3YGAAzFj,https://api.spotify.com/v1/audio-analysis/3oHiR89Y8gn6xt3YGAAzFj,215053,4
24,DaBaby Featuring Quavo,PICK UP,2020-05-01,rap-song,DaBaby+PICK+UP,0.915,0.612,1,-4.535,1,0.407,0.0944,0.0,0.115,0.758,129.93,audio_features,5gNOINI5dXZVom2b36LMOd,spotify:track:5gNOINI5dXZVom2b36LMOd,https://api.spotify.com/v1/tracks/5gNOINI5dXZVom2b36LMOd,https://api.spotify.com/v1/audio-analysis/5gNOINI5dXZVom2b36LMOd,118547,4
25,Eminem Featuring Juice WRLD,Godzilla,2020-04-01,rap-song,Eminem+Godzilla,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,audio_features,7FIWs0pqAYbP91WWM0vlTQ,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,https://api.spotify.com/v1/tracks/7FIWs0pqAYbP91WWM0vlTQ,https://api.spotify.com/v1/audio-analysis/7FIWs0pqAYbP91WWM0vlTQ,210800,4
26,DaBaby,BOP,2020-04-01,rap-song,DaBaby+BOP,0.769,0.787,11,-3.909,1,0.367,0.189,0.0,0.129,0.836,126.77,audio_features,6Ozh9Ok6h4Oi1wUSLtBseN,spotify:track:6Ozh9Ok6h4Oi1wUSLtBseN,https://api.spotify.com/v1/tracks/6Ozh9Ok6h4Oi1wUSLtBseN,https://api.spotify.com/v1/audio-analysis/6Ozh9Ok6h4Oi1wUSLtBseN,159715,4
27,blackbear,Hot Girl Bummer,2020-04-01,rap-song,blackbear+Hot+Girl+Bummer,0.778,0.559,6,-7.109,0,0.0776,0.128,0.0,0.399,0.678,129.989,audio_features,7aiClxsDWFRQ0Kzk5KI5ku,spotify:track:7aiClxsDWFRQ0Kzk5KI5ku,https://api.spotify.com/v1/tracks/7aiClxsDWFRQ0Kzk5KI5ku,https://api.spotify.com/v1/audio-analysis/7aiClxsDWFRQ0Kzk5KI5ku,185093,1
28,Lil Baby,Woah,2020-04-01,rap-song,Lil+Baby+Woah,0.882,0.602,11,-5.554,1,0.245,0.0177,0.0,0.178,0.43,142.959,audio_features,598yNsG1JFrGd4n2kMoz7F,spotify:track:598yNsG1JFrGd4n2kMoz7F,https://api.spotify.com/v1/tracks/598yNsG1JFrGd4n2kMoz7F,https://api.spotify.com/v1/audio-analysis/598yNsG1JFrGd4n2kMoz7F,183011,4
29,Lil Uzi Vert,P2,2020-04-01,rap-song,Lil+Uzi+Vert+P2,0.775,0.72,11,-5.353,0,0.193,0.0236,0.0,0.114,0.49,155.086,audio_features,3kW4z2pIj5VY5fLjBrMRL5,spotify:track:3kW4z2pIj5VY5fLjBrMRL5,https://api.spotify.com/v1/tracks/3kW4z2pIj5VY5fLjBrMRL5,https://api.spotify.com/v1/audio-analysis/3kW4z2pIj5VY5fLjBrMRL5,234627,4
30,Lil Uzi Vert,That Way,2020-04-01,rap-song,Lil+Uzi+Vert+That+Way,0.719,0.611,7,-5.01,0,0.0403,0.0582,0.0,0.155,0.489,129.962,audio_features,5raTDhlbxFDnpn89bxArdH,spotify:track:5raTDhlbxFDnpn89bxArdH,https://api.spotify.com/v1/tracks/5raTDhlbxFDnpn89bxArdH,https://api.spotify.com/v1/audio-analysis/5raTDhlbxFDnpn89bxArdH,212354,4
31,Lil Uzi Vert,Myron,2020-04-01,rap-song,Lil+Uzi+Vert+Myron,0.77,0.655,8,-6.976,0,0.296,0.0537,0.0,0.215,0.584,155.039,audio_features,56uXDJRCuoS7abX3SkzHKQ,spotify:track:56uXDJRCuoS7abX3SkzHKQ,https://api.spotify.com/v1/tracks/56uXDJRCuoS7abX3SkzHKQ,https://api.spotify.com/v1/audio-analysis/56uXDJRCuoS7abX3SkzHKQ,224955,4
32,JACKBOYS Featuring Young Thug,Out West,2020-04-01,rap-song,JACKBOYS+Out+West,0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,0.309,139.864,audio_features,6gi6y1xwmVszDWkUqab1qw,spotify:track:6gi6y1xwmVszDWkUqab1qw,https://api.spotify.com/v1/tracks/6gi6y1xwmVszDWkUqab1qw,https://api.spotify.com/v1/audio-analysis/6gi6y1xwmVszDWkUqab1qw,157712,4
33,"Lil Yachty, Drake & DaBaby",Oprah's Bank Account,2020-04-01,rap-song,"Lil+Yachty,+Drake+Oprah's+Bank+Account",0.601,0.622,10,-10.319,1,0.0444,0.539,0.838,0.257,0.482,138.581,audio_features,0O5F2GFrGRxfxGMDkAW26O,spotify:track:0O5F2GFrGRxfxGMDkAW26O,https://api.spotify.com/v1/tracks/0O5F2GFrGRxfxGMDkAW26O,https://api.spotify.com/v1/audio-analysis/0O5F2GFrGRxfxGMDkAW26O,205041,4
34,Lil Uzi Vert,Baby Pluto,2020-04-01,rap-song,Lil+Uzi+Vert+Baby+Pluto,0.772,0.634,10,-6.101,0,0.212,0.135,0.0,0.432,0.671,160.052,audio_features,7hav1MHURQf5SAoPk0egqh,spotify:track:7hav1MHURQf5SAoPk0egqh,https://api.spotify.com/v1/tracks/7hav1MHURQf5SAoPk0egqh,https://api.spotify.com/v1/audio-analysis/7hav1MHURQf5SAoPk0egqh,210261,4
35,Megan Thee Stallion,B.I.T.C.H.,2020-04-01,rap-song,Megan+Thee+Stallion+B.I.T.C.H.,0.742,0.731,11,-4.362,0,0.306,0.0851,0.0,0.131,0.547,174.019,audio_features,06scTb0zbkxYNgpAB3J9fN,spotify:track:06scTb0zbkxYNgpAB3J9fN,https://api.spotify.com/v1/tracks/06scTb0zbkxYNgpAB3J9fN,https://api.spotify.com/v1/audio-analysis/06scTb0zbkxYNgpAB3J9fN,183143,4
36,Travis Scott,HIGHEST IN THE ROOM,2020-03-01,rap-song,Travis+Scott+HIGHEST+IN+THE+ROOM,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,audio_features,3eekarcy7kvN4yt5ZFzltW,spotify:track:3eekarcy7kvN4yt5ZFzltW,https://api.spotify.com/v1/tracks/3eekarcy7kvN4yt5ZFzltW,https://api.spotify.com/v1/audio-analysis/3eekarcy7kvN4yt5ZFzltW,175721,4
37,Mustard & Roddy Ricch,Ballin',2020-03-01,rap-song,Mustard+Ballin',0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008,audio_features,3QzAOrNlsabgbMwlZt7TAY,spotify:track:3QzAOrNlsabgbMwlZt7TAY,https://api.spotify.com/v1/tracks/3QzAOrNlsabgbMwlZt7TAY,https://api.spotify.com/v1/audio-analysis/3QzAOrNlsabgbMwlZt7TAY,180435,4
38,YoungBoy Never Broke Again,Lil Top,2020-03-01,rap-song,YoungBoy+Never+Broke+Again+Lil+Top,0.708,0.654,5,-6.76,0,0.369,0.0556,0.0,0.208,0.697,168.032,audio_features,1aMokXl3uKDvCh4BBcjFOA,spotify:track:1aMokXl3uKDvCh4BBcjFOA,https://api.spotify.com/v1/tracks/1aMokXl3uKDvCh4BBcjFOA,https://api.spotify.com/v1/audio-analysis/1aMokXl3uKDvCh4BBcjFOA,185746,4
39,YoungBoy Never Broke Again,Fine By Time,2020-03-01,rap-song,YoungBoy+Never+Broke+Again+Fine+By+Time,0.506,0.787,8,-6.634,1,0.161,0.254,0.0,0.112,0.333,99.956,audio_features,0KVEBQA98JvkmB5ZydQ13k,spotify:track:0KVEBQA98JvkmB5ZydQ13k,https://api.spotify.com/v1/tracks/0KVEBQA98JvkmB5ZydQ13k,https://api.spotify.com/v1/audio-analysis/0KVEBQA98JvkmB5ZydQ13k,175339,4
40,Polo G Featuring NLE Choppa & Stunna 4 Vegas,Go Stupid,2020-03-01,rap-song,Polo+G+Go+Stupid,0.92,0.833,1,-3.18,1,0.253,0.0277,0.0,0.0596,0.645,141.033,audio_features,74fV8TuLZKVzSIOOGu8wwI,spotify:track:74fV8TuLZKVzSIOOGu8wwI,https://api.spotify.com/v1/tracks/74fV8TuLZKVzSIOOGu8wwI,https://api.spotify.com/v1/audio-analysis/74fV8TuLZKVzSIOOGu8wwI,165726,4
41,YoungBoy Never Broke Again,Bad Bad,2020-03-01,rap-song,YoungBoy+Never+Broke+Again+Bad+Bad,0.682,0.809,3,-4.331,0,0.378,0.491,0.0,0.217,0.812,180.088,audio_features,2OUY5NdALupSoIQN9ZBH1a,spotify:track:2OUY5NdALupSoIQN9ZBH1a,https://api.spotify.com/v1/tracks/2OUY5NdALupSoIQN9ZBH1a,https://api.spotify.com/v1/audio-analysis/2OUY5NdALupSoIQN9ZBH1a,138683,4
42,YoungBoy Never Broke Again,Knocked Off,2020-03-01,rap-song,YoungBoy+Never+Broke+Again+Knocked+Off,0.752,0.653,6,-4.607,0,0.293,0.0647,0.0,0.125,0.569,165.046,audio_features,7MYFKS7XpVz1JQDK38pr8N,spotify:track:7MYFKS7XpVz1JQDK38pr8N,https://api.spotify.com/v1/tracks/7MYFKS7XpVz1JQDK38pr8N,https://api.spotify.com/v1/audio-analysis/7MYFKS7XpVz1JQDK38pr8N,127983,4
43,"A Boogie Wit da Hoodie Featuring Roddy Ricch, Gunna & London On Da Track",Numbers,2020-03-01,rap-song,A+Boogie+Wit+da+Hoodie+Numbers,0.755,0.321,2,-11.488,1,0.0889,0.274,0.874,0.112,0.222,144.985,audio_features,5IYXxgbWKQBKdhAH9J6psm,spotify:track:5IYXxgbWKQBKdhAH9J6psm,https://api.spotify.com/v1/tracks/5IYXxgbWKQBKdhAH9J6psm,https://api.spotify.com/v1/audio-analysis/5IYXxgbWKQBKdhAH9J6psm,125861,4
44,YoungBoy Never Broke Again,Red Eye,2020-03-01,rap-song,YoungBoy+Never+Broke+Again+Red+Eye,0.485,0.814,9,-3.907,1,0.138,0.217,0.0,0.112,0.327,159.894,audio_features,3qHgGyJY4GpXNOK4WL4NSo,spotify:track:3qHgGyJY4GpXNOK4WL4NSo,https://api.spotify.com/v1/tracks/3qHgGyJY4GpXNOK4WL4NSo,https://api.spotify.com/v1/audio-analysis/3qHgGyJY4GpXNOK4WL4NSo,156077,4
45,Eminem,Darkness,2020-02-01,rap-song,Eminem+Darkness,0.671,0.623,2,-7.161,1,0.308,0.00998,7.55e-06,0.643,0.195,75.055,audio_features,5SiZJoLXp3WOl3J4C8IK0d,spotify:track:5SiZJoLXp3WOl3J4C8IK0d,https://api.spotify.com/v1/tracks/5SiZJoLXp3WOl3J4C8IK0d,https://api.spotify.com/v1/audio-analysis/5SiZJoLXp3WOl3J4C8IK0d,337147,4
46,Mac Miller,Good News,2020-02-01,rap-song,Mac+Miller+Good+News,0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,audio_features,1DWZUa5Mzf2BwzpHtgbHPY,spotify:track:1DWZUa5Mzf2BwzpHtgbHPY,https://api.spotify.com/v1/tracks/1DWZUa5Mzf2BwzpHtgbHPY,https://api.spotify.com/v1/audio-analysis/1DWZUa5Mzf2BwzpHtgbHPY,342040,4
47,Eminem Featuring Ed Sheeran,Those Kinda Nights,2020-02-01,rap-song,Eminem+Those+Kinda+Nights,0.794,0.637,4,-6.29,0,0.339,0.028,0.0,0.0919,0.393,103.868,audio_features,0VSzREd1OjEWJ9tXoFHRQH,spotify:track:0VSzREd1OjEWJ9tXoFHRQH,https://api.spotify.com/v1/tracks/0VSzREd1OjEWJ9tXoFHRQH,https://api.spotify.com/v1/audio-analysis/0VSzREd1OjEWJ9tXoFHRQH,177693,4
48,"Eminem Featuring Royce da 5'9"" & White Gold",You Gon' Learn,2020-02-01,rap-song,Eminem+You+Gon'+Learn,0.68,0.82,4,-4.197,0,0.151,0.0614,0.0,0.597,0.243,140.033,audio_features,0GQ5bFTVFFKpwNPc7KwQnB,spotify:track:0GQ5bFTVFFKpwNPc7KwQnB,https://api.spotify.com/v1/tracks/0GQ5bFTVFFKpwNPc7KwQnB,https://api.spotify.com/v1/audio-analysis/0GQ5bFTVFFKpwNPc7KwQnB,234653,4
49,Eminem,Premonition (Intro),2020-02-01,rap-song,Eminem+Premonition,0.847,0.637,1,-5.193,1,0.367,0.0258,0.000648,0.382,0.511,165.979,audio_features,7ccTcabbJlCJiIqtrSSwBk,spotify:track:7ccTcabbJlCJiIqtrSSwBk,https://api.spotify.com/v1/tracks/7ccTcabbJlCJiIqtrSSwBk,https://api.spotify.com/v1/audio-analysis/7ccTcabbJlCJiIqtrSSwBk,173893,4
50,DaBaby Featuring Lil Baby & Moneybagg Yo,TOES,2020-02-01,rap-song,DaBaby+TOES,0.816,0.582,8,-4.141,1,0.341,0.0794,5.84e-06,0.0916,0.542,160.004,audio_features,2FvD20Z8aoWIePi7PoN8sG,spotify:track:2FvD20Z8aoWIePi7PoN8sG,https://api.spotify.com/v1/tracks/2FvD20Z8aoWIePi7PoN8sG,https://api.spotify.com/v1/audio-analysis/2FvD20Z8aoWIePi7PoN8sG,136366,4
51,Eminem Featuring Skylar Grey,Leaving Heaven,2020-02-01,rap-song,Eminem+Leaving+Heaven,0.661,0.748,2,-4.809,0,0.206,0.175,0.0,0.254,0.509,171.983,audio_features,5CpsIb7SMFHjmAG8RvIWfq,spotify:track:5CpsIb7SMFHjmAG8RvIWfq,https://api.spotify.com/v1/tracks/5CpsIb7SMFHjmAG8RvIWfq,https://api.spotify.com/v1/audio-analysis/5CpsIb7SMFHjmAG8RvIWfq,265947,3
52,Lil Uzi Vert,Futsal Shuffle 2020,2020-02-01,rap-song,Lil+Uzi+Vert+Futsal+Shuffle+2020,0.881,0.457,7,-8.191,0,0.156,0.0327,0.0,0.231,0.296,136.97,audio_features,2Ec33AVlkTTq8BHFgBTdQs,spotify:track:2Ec33AVlkTTq8BHFgBTdQs,https://api.spotify.com/v1/tracks/2Ec33AVlkTTq8BHFgBTdQs,https://api.spotify.com/v1/audio-analysis/2Ec33AVlkTTq8BHFgBTdQs,198913,4
53,Juice WRLD & YoungBoy Never Broke Again,Bandit,2020-02-01,rap-song,Juice+WRLD+Bandit,0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,0.425,180.051,audio_features,6Gg1gjgKi2AK4e0qzsR7sd,spotify:track:6Gg1gjgKi2AK4e0qzsR7sd,https://api.spotify.com/v1/tracks/6Gg1gjgKi2AK4e0qzsR7sd,https://api.spotify.com/v1/audio-analysis/6Gg1gjgKi2AK4e0qzsR7sd,189323,4
54,Mac Miller,Blue World,2020-02-01,rap-song,Mac+Miller+Blue+World,0.742,0.553,8,-8.98,1,0.419,0.389,0.0,0.0694,0.508,84.931,audio_features,2hwOoMtWPtTSSn6WHV7Vp5,spotify:track:2hwOoMtWPtTSSn6WHV7Vp5,https://api.spotify.com/v1/tracks/2hwOoMtWPtTSSn6WHV7Vp5,https://api.spotify.com/v1/audio-analysis/2hwOoMtWPtTSSn6WHV7Vp5,209440,4
55,Eminem Featuring Young M.A,Unaccommodating,2020-02-01,rap-song,Eminem+Unaccommodating,0.852,0.752,1,-5.793,1,0.0597,0.0169,0.0,0.394,0.389,89.95,audio_features,0q2vG0UVuy6ajjcpkQHdZM,spotify:track:0q2vG0UVuy6ajjcpkQHdZM,https://api.spotify.com/v1/tracks/0q2vG0UVuy6ajjcpkQHdZM,https://api.spotify.com/v1/audio-analysis/0q2vG0UVuy6ajjcpkQHdZM,216600,4
56,Young Thug Featuring Gunna,Hot,2020-02-01,rap-song,Young+Thug+Hot,0.855,0.651,0,-8.044,0,0.235,0.063,0.0,0.0772,0.559,111.997,audio_features,5Z8HZM6iQMhhqyPcCGY5g9,spotify:track:5Z8HZM6iQMhhqyPcCGY5g9,https://api.spotify.com/v1/tracks/5Z8HZM6iQMhhqyPcCGY5g9,https://api.spotify.com/v1/audio-analysis/5Z8HZM6iQMhhqyPcCGY5g9,193027,4
57,Lil Nas X,Panini,2020-01-01,rap-song,Lil+Nas+X+Panini,0.717,0.598,5,-5.613,0,0.0809,0.22,0.0,0.122,0.496,153.905,audio_features,4SDgTLDYrJ2UrHbkRkg7MD,spotify:track:4SDgTLDYrJ2UrHbkRkg7MD,https://api.spotify.com/v1/tracks/4SDgTLDYrJ2UrHbkRkg7MD,https://api.spotify.com/v1/audio-analysis/4SDgTLDYrJ2UrHbkRkg7MD,151040,4
58,Wale Featuring Jeremih,On Chill,2020-01-01,rap-song,Wale+On+Chill,0.597,0.733,1,-6.017,1,0.41,0.134,0.0,0.159,0.639,171.016,audio_features,5z51HY4ei5QhTjcvwq5Msw,spotify:track:5z51HY4ei5QhTjcvwq5Msw,https://api.spotify.com/v1/tracks/5z51HY4ei5QhTjcvwq5Msw,https://api.spotify.com/v1/audio-analysis/5z51HY4ei5QhTjcvwq5Msw,214035,4
